order_id,customer_id,order_date,city,gender,acquisition_channel,device,payment_method,shipping_method,shipping_fee,tax_rate,order_status,product_id,product_category,product_brand,unit_price,quantity,discount_amount,coupon_code,line_subtotal,line_net,order_items,order_gross,order_discount,order_net_before_tax_ship,order_tax,order_total
O0003658,C01101,2025-04-14,Luxor,Male,Paid Search,Android,Wallet,Standard,25,0.106,Delivered,P00014,Office,Brand_OFF_1,902.14,2,245.14,WELCOME10,1804.28,1559.14,2,4615.26,428.99,4186.27,443.74,4655.01
O0002130,C00157,2024-09-27,Suez,Female,Referral,Android,Cash,Express,55,0.109,Delivered,P00163,Sports,Brand_PET_2,1174.85,1,0.0,,1174.85,1174.85,3,4663.88,0.0,4663.88,508.36,5227.24
O0003927,C00884,2025-05-21,Suez,Male,Organic,Web,Card,Express,55,0.157,Delivered,P00021,Toys,Brand_HOM_3,1247.55,2,0.0,,2495.1,2495.1,1,2495.1,0.0,2495.1,391.73,2941.83
O0004624,C00459,2025-08-25,Tanta,Male,Organic,Android,Card,Standard,25,0.13,Delivered,P00154,Fashion,Brand_SPO_2,485.37,2,0.0,,970.74,970.74,3,2178.41,0.0,2178.41,283.19,2486.6
O0001317,C00401,2024-06-16,Cairo,Female,Organic,Android,Wallet,Standard,25,0.104,Delivered,P00145,Pet,Brand_HOM_2,993.64,3,0.0,,2980.92,2980.92,2,3037.71,0.0,3037.71,315.92,3378.63
O0000957,C00465,2024-05-02,Cairo,Male,Paid Search,Web,Card,Express,55,0.134,Delivered,P00178,Home,Brand_BEA_2,457.13,3,0.0,,1371.39,1371.39,2,1662.09,0.0,1662.09,222.72,1939.81
O0002592,C00896,2024-11-27,Tanta,Female,Marketplace,Android,Cash,Standard,25,0.105,Delivered,P00103,Office,Brand_GRO_2,505.97,3,157.23,BUNDLE5,1517.91,1360.68,5,7563.48,1050.52,6512.96,683.86,7221.82
O0005137,C00456,2025-11-03,Port Said,Female,Organic,Android,Card,Standard,25,0.159,Delivered,P00172,Home,Brand_BEA_1,200.44,3,0.0,,601.32,601.32,1,601.32,0.0,601.32,95.61,721.93
O0004412,C00274,2025-07-30,Tanta,Female,Email,Android,Card,Standard,25,0.131,Delivered,P00101,Office,Brand_FAS_3,1376.2,3,0.0,,4128.6,4128.6,4,9071.81,0.0,9071.81,1188.41,10285.22
O0005954,C00540,2026-02-21,Tanta,Female,Organic,Tablet,Card,Standard,25,0.107,Delivered,P00126,Toys,Brand_FAS_1,1196.77,1,0.0,,1196.77,1196.77,3,2790.69,0.0,2790.69,298.6,3114.29
O0000215,C01170,2024-01-30,Cairo,Female,Organic,Android,Cash,Standard,25,0.111,Delivered,P00043,Automotive,Brand_FAS_2,479.3,3,0.0,,1437.9,1437.9,5,4955.98,0.0,4955.98,550.11,5531.09
O0004006,C00983,2025-06-01,Mansoura,Male,Social,iOS,Card,Express,55,0.142,Delivered,P00111,Fashion,Brand_TOY_2,1107.64,1,0.0,,1107.64,1107.64,3,2964.51,0.0,2964.51,420.96,3440.47
O0004115,C00374,2025-06-18,Giza,Female,Organic,Android,Cash,Standard,25,0.14,Delivered,P00067,Garden,Brand_HOM_3,92.9,1,0.0,,92.9,92.9,3,4006.02,0.0,4006.02,560.84,4591.86
O0004129,C00410,2025-06-19,Tanta,Male,Marketplace,Android,Card,Standard,25,0.12,Canceled,P00143,Fashion,Brand_BEA_3,193.31,3,81.22,WELCOME10,579.93,498.71,4,2889.85,740.64,2149.21,257.91,2432.12
O0001258,C01093,2024-06-08,Tanta,Female,Organic,Android,Wallet,Express,55,0.12,Delivered,P00094,Sports,Brand_FAS_2,563.92,1,30.83,VIP20,563.92,533.09,2,732.6,52.58,680.02,81.6,816.62
O0002503,C00876,2024-11-17,Cairo,Male,Organic,Android,Wallet,Express,55,0.153,Canceled,P00157,Home,Brand_AUT_3,1405.47,2,0.0,,2810.94,2810.94,5,15828.54,0.0,15828.54,2421.77,18305.31
O0003443,C00583,2025-03-16,Ismailia,Male,Paid Search,Web,Card,Standard,25,0.151,Delivered,P00019,Garden,Brand_FAS_3,46.4,1,0.0,,46.4,46.4,4,5707.59,0.0,5707.59,861.85,6594.44
O0001515,C00117,2024-07-13,Tanta,Female,Social,iOS,Card,Standard,25,0.139,Delivered,P00174,Automotive,Brand_GRO_1,1035.42,2,0.0,,2070.84,2070.84,1,2070.84,0.0,2070.84,287.85,2383.69
O0004211,C00694,2025-07-02,Suez,Female,Paid Search,Web,Card,Standard,25,0.153,Canceled,P00007,Home,Brand_OFF_3,56.79,2,0.0,,113.58,113.58,5,4512.26,0.0,4512.26,690.38,5227.64
O0003659,C00169,2025-04-14,Port Said,Female,Organic,Android,Card,Standard,25,0.111,Returned,P00117,Electronics,Brand_PET_2,160.74,1,0.0,,160.74,160.74,5,4255.84,0.0,4255.84,472.4,4753.24
O0003916,C00391,2025-05-19,Luxor,Female,Organic,Tablet,Card,Standard,25,0.11,Delivered,P00009,Beauty,Brand_TOY_2,958.28,2,0.0,,1916.56,1916.56,3,7978.34,0.0,7978.34,877.62,8880.96
O0001416,C00829,2024-07-01,Luxor,Male,Paid Search,Android,Card,Pickup,0,0.126,Canceled,P00037,Garden,Brand_AUT_1,1228.52,3,726.69,WELCOME10,3685.56,2958.87,5,11137.85,1337.17,9800.68,1234.89,11035.57
O0004005,C00192,2025-06-01,Cairo,Male,Organic,iOS,Card,Standard,25,0.154,Delivered,P00090,Office,Brand_HOM_1,226.86,2,0.0,,453.72,453.72,5,10363.42,0.0,10363.42,1595.97,11984.39
O0000493,C00714,2024-03-06,Cairo,Female,Organic,Web,,Express,55,0.121,Delivered,P00140,Books,Brand_AUT_3,907.4,1,0.0,,907.4,907.4,5,4691.13,0.0,4691.13,567.63,5313.76
O0004690,C00293,2025-09-02,Aswan,Male,Organic,Android,Cash,Pickup,0,0.137,Canceled,P00218,Home,Brand_PET_1,766.71,1,0.0,,766.71,766.71,1,766.71,0.0,766.71,105.04,871.75
O0005103,C00579,2025-10-31,Zagazig,Female,Email,iOS,Card,Express,55,0.105,Delivered,P00182,Home,Brand_OFF_1,1379.29,3,471.86,RAMADAN15,4137.87,3666.01,2,5416.66,627.12,4789.54,502.9,5347.44
O0005943,C00475,2026-02-20,Aswan,Female,Organic,iOS,Card,Standard,25,0.127,Delivered,P00106,Office,Brand_BEA_3,985.83,1,0.0,,985.83,985.83,1,985.83,0.0,985.83,125.2,1136.03
O0000233,C01128,2024-02-02,Tanta,Female,Social,Android,Cash,Standard,25,0.11,Delivered,P00004,Books,Brand_BEA_2,1434.32,3,0.0,,4302.96,4302.96,4,12505.98,0.0,12505.98,1375.66,13906.64
O0003386,C00264,2025-03-09,Luxor,Female,Social,Android,Wallet,Pickup,0,0.152,Delivered,P00156,Grocery,Brand_HOM_1,238.72,3,58.21,,716.16,657.95,5,3227.05,58.21,3168.84,481.66,3650.5
O0002780,C01091,2024-12-22,Alexandria,Female,Organic,iOS,Card,Standard,25,0.133,Processing,P00187,Home,Brand_BOO_1,440.18,3,0.0,FREESHIP,1320.54,1320.54,3,7932.32,0.0,7932.32,1055.0,9012.32
O0000635,C00339,2024-03-23,Mansoura,Male,Social,Web,Cash,Pickup,0,0.142,Delivered,P00185,Books,Brand_BOO_3,1495.61,2,0.0,,2991.22,2991.22,4,6104.97,0.0,6104.97,866.91,6971.88
O0003215,C00972,2025-02-18,Alexandria,Male,Email,Web,Cash,Express,55,0.151,Delivered,P00173,Office,Brand_SPO_2,890.62,3,0.0,,2671.86,2671.86,2,3199.29,0.0,3199.29,483.09,3737.38
O0002910,C00831,2025-01-08,Tanta,Male,Organic,Android,Card,Express,55,0.128,Delivered,P00109,Books,Brand_HOM_3,956.72,1,0.0,,956.72,956.72,5,8290.62,0.0,8290.62,1061.2,9406.82
O0000639,C00284,2024-03-23,Port Said,Female,Organic,Tablet,Wallet,Standard,25,0.153,Delivered,P00027,Sports,Brand_OFF_1,912.6,1,178.67,RAMADAN15,912.6,733.93,5,7413.31,1285.71,6127.6,937.52,7090.12
O0003386,C00264,2025-03-09,Luxor,Female,Social,Android,Wallet,Pickup,0,0.152,Delivered,P00024,Pet,Brand_GRO_3,805.54,1,-0.0,,805.54,805.54,5,3227.05,58.21,3168.84,481.66,3650.5
O0000586,C00689,2024-03-18,Port Said,Male,Marketplace,Android,Cash,Standard,25,0.152,Delivered,P00030,Books,Brand_ELE_2,650.31,1,0.0,,650.31,650.31,5,3465.52,0.0,3465.52,526.76,4017.28
O0000218,C00138,2024-01-31,Aswan,Male,Email,iOS,Card,Standard,25,0.111,Delivered,P00157,Home,Brand_AUT_3,1405.47,3,886.19,,4216.41,3330.22,4,6540.25,886.19,5654.06,627.6,6306.66
O0001086,C00698,2024-05-19,Mansoura,Male,Social,iOS,Wallet,Standard,25,0.127,Delivered,P00148,Beauty,Brand_FAS_3,1013.42,3,234.65,VIP20,3040.26,2805.61,3,4926.03,491.27,4434.76,563.21,5022.97
O0002738,C00524,2024-12-18,Zagazig,Female,Paid Search,iOS,Cash,Express,55,0.102,Delivered,P00052,Beauty,Brand_ELE_1,278.47,1,0.0,,278.47,278.47,5,7203.49,0.0,7203.49,734.76,7993.25
O0000390,C00707,2024-02-22,Luxor,Female,Organic,iOS,Wallet,Standard,25,0.116,Returned,P00108,Grocery,Brand_ELE_2,808.43,3,0.0,,2425.29,2425.29,5,6521.77,0.0,6521.77,756.53,7303.3
O0005960,C00830,2026-02-22,Zagazig,Male,Organic,Tablet,Card,Standard,25,0.133,Delivered,P00059,Automotive,Brand_ELE_3,1315.01,2,0.0,,2630.02,2630.02,3,3414.82,0.0,3414.82,454.17,3893.99
O0004292,C01141,2025-07-14,Mansoura,Male,Organic,Web,Wallet,Express,55,0.153,Processing,P00096,Fashion,Brand_GRO_3,504.69,3,0.0,,1514.07,1514.07,5,5142.24,0.0,5142.24,786.76,5984.0
O0003124,C00796,2025-02-05,Port Said,Other,Organic,Web,Cash,Standard,25,0.113,Delivered,P00165,Books,Brand_ELE_2,577.01,1,34.91,VIP20,577.01,542.1,4,2849.43,212.72,2636.71,297.95,2959.66
O0002235,C00622,2024-10-11,Ismailia,Male,Referral,iOS,Wallet,Express,55,0.135,Delivered,P00104,Electronics,Brand_GAR_3,812.44,3,0.0,,2437.32,2437.32,2,2877.5,0.0,2877.5,388.46,3320.96
O0002198,C00170,2024-10-05,Giza,Female,Organic,Web,Cash,Standard,25,0.142,Delivered,P00079,Toys,Brand_FAS_2,1173.63,3,390.21,RAMADAN15,3520.89,3130.68,2,3617.79,399.47,3218.32,457.0,3700.32
O0002861,C00420,2025-01-02,Port Said,Male,Referral,iOS,Bank Transfer,Standard,25,0.131,Delivered,P00121,Books,Brand_GRO_2,223.36,2,82.17,WELCOME10,446.72,364.55,2,2451.02,218.61,2232.41,292.45,2549.86
O0000991,C00084,2024-05-07,Cairo,Male,Referral,Android,Card,Express,55,0.153,Delivered,P00011,Toys,Brand_BOO_2,227.7,2,0.0,FREESHIP,455.4,455.4,4,8007.33,0.0,8007.33,1225.12,9287.45
O0003736,C00354,2025-04-25,Aswan,Male,Organic,iOS,Card,Standard,25,0.148,Delivered,P00166,Office,Brand_HOM_2,1480.21,3,0.0,,4440.63,4440.63,5,8361.97,0.0,8361.97,1237.57,9624.54
O0001331,C00811,2024-06-19,Mansoura,Male,Marketplace,Android,Card,Standard,25,0.142,Delivered,P00167,Fashion,Brand_ELE_3,1082.29,3,534.39,WELCOME10,3246.87,2712.48,1,3246.87,534.39,2712.48,385.17,3122.65
O0005757,C01057,2026-01-27,Zagazig,Female,Organic,iOS,Cash,Standard,25,0.151,Delivered,P00193,Grocery,Brand_FAS_2,153.85,3,0.0,,461.55,461.55,5,6121.04,0.0,6121.04,924.28,7070.32
O0001113,C00803,2024-05-23,Port Said,Female,Referral,iOS,Wallet,Standard,25,0.107,Delivered,P00171,Home,Brand_AUT_3,962.87,3,450.37,BUNDLE5,2888.61,2438.24,5,6046.5,802.69,5243.81,561.09,5829.9
O0003401,C00856,2025-03-11,Giza,Female,Referral,iOS,Wallet,Standard,25,0.114,Processing,P00067,Garden,Brand_HOM_3,92.9,2,23.61,,185.8,162.19,2,433.15,23.61,409.54,46.69,481.23
O0005680,C00072,2026-01-15,Zagazig,Male,Referral,Web,Cash,Standard,25,0.153,Delivered,P00163,Sports,Brand_PET_2,1174.85,3,0.0,,3524.55,3524.55,3,7276.77,0.0,7276.77,1113.35,8415.12
O0005437,C00322,2025-12-17,Mansoura,Female,Email,Web,Wallet,Express,55,0.137,Delivered,P00061,Pet,Brand_FAS_1,84.34,1,2.78,RAMADAN15,84.34,81.56,4,3137.89,488.83,2649.06,362.92,3066.98
O0002938,C00819,2025-01-11,Suez,Female,Paid Search,Web,Wallet,Pickup,0,0.148,Delivered,P00060,Automotive,Brand_ELE_3,1279.67,1,0.0,,1279.67,1279.67,5,5276.74,0.0,5276.74,780.96,6057.7
O0003080,C01097,2025-01-31,Tanta,Male,Organic,Web,Cash,Standard,25,0.12,Delivered,P00194,Sports,Brand_HOM_2,1347.61,1,72.89,WELCOME10,1347.61,1274.72,4,5238.5,419.84,4818.66,578.24,5421.9
O0005901,C00503,2026-02-15,Mansoura,Male,Email,Web,Wallet,Standard,25,0.16,Delivered,P00196,Home,Brand_AUT_1,376.43,3,0.0,,1129.29,1129.29,4,6464.35,0.0,6464.35,1034.3,7523.65
O0004073,C01106,2025-06-11,Suez,Female,Paid Search,iOS,Cash,Pickup,0,0.149,Delivered,P00211,Fashion,Brand_HOM_1,1393.14,2,0.0,,2786.28,2786.28,2,3909.16,0.0,3909.16,582.46,4491.62
O0004361,C00760,2025-07-23,Cairo,Male,Social,Tablet,Card,Pickup,0,0.143,Delivered,P00148,Beauty,Brand_FAS_3,1013.42,1,163.51,WELCOME10,1013.42,849.91,4,8915.05,1158.34,7756.71,1109.21,8865.92
O0002192,C00109,2024-10-04,Zagazig,Female,Email,Web,Card,Pickup,0,0.153,Delivered,P00186,Books,Brand_TOY_1,1321.22,3,362.51,VIP20,3963.66,3601.15,4,5826.08,576.12,5249.96,803.24,6053.2
O0001492,C00969,2024-07-11,Tanta,Female,Organic,Web,Wallet,Express,55,0.128,Canceled,P00125,Garden,Brand_GAR_3,1178.28,1,164.76,WELCOME10,1178.28,1013.52,4,10737.86,988.76,9749.1,1247.88,11051.98
O0004645,C00413,2025-08-26,Luxor,Female,Marketplace,Web,Wallet,Standard,25,0.103,Delivered,P00169,Sports,Brand_GAR_3,195.35,1,0.0,,195.35,195.35,4,2102.77,0.0,2102.77,216.59,2344.36
O0004434,C01095,2025-08-02,Alexandria,Female,Organic,Web,Card,Standard,25,0.149,Canceled,P00095,Garden,Brand_BEA_3,562.26,2,0.0,,1124.52,1124.52,1,1124.52,0.0,1124.52,167.55,1317.07
O0005775,C00898,2026-01-29,Zagazig,Male,Social,Web,Cash,Express,55,0.103,Processing,P00133,Home,Brand_FAS_2,856.13,1,0.0,,856.13,856.13,2,1789.83,0.0,1789.83,184.35,2029.18
O0002111,C00020,2024-09-24,Aswan,Male,Paid Search,Android,Wallet,Standard,25,0.115,Delivered,P00143,Fashion,Brand_BEA_3,193.31,1,0.0,,193.31,193.31,1,193.31,0.0,193.31,22.23,240.54
O0004348,C00783,2025-07-21,Cairo,Male,Marketplace,Android,Card,Standard,25,0.105,Delivered,P00040,Grocery,Brand_GRO_1,899.76,3,448.75,BUNDLE5,2699.28,2250.53,2,3069.66,514.32,2555.34,268.31,2848.65
O0000980,C01092,2024-05-06,Zagazig,Female,Organic,Android,Cash,Standard,25,0.126,Delivered,P00025,Office,Brand_GRO_2,916.9,1,103.36,VIP20,916.9,813.54,4,9363.97,1569.92,7794.05,982.05,8801.1
O0005232,C00046,2025-11-15,Zagazig,Male,Organic,iOS,Card,Pickup,0,0.137,Delivered,P00027,Sports,Brand_OFF_1,912.6,2,123.96,WELCOME10,1825.2,1701.24,3,3550.68,455.1,3095.58,424.09,3519.67
O0001766,C00743,2024-08-14,Tanta,Male,Email,iOS,Card,Standard,25,0.135,Delivered,P00151,Garden,Brand_SPO_1,1148.55,3,0.0,,3445.65,3445.65,3,7861.93,0.0,7861.93,1061.36,8948.29
O0005738,C00420,2026-01-24,Mansoura,Male,Email,Android,Cash,Standard,25,0.116,Delivered,P00140,Books,Brand_AUT_3,907.4,2,0.0,,1814.8,1814.8,4,7980.56,0.0,7980.56,925.74,8931.3
O0004528,C00911,2025-08-14,Mansoura,Female,Organic,iOS,Cash,Standard,25,0.125,Delivered,P00001,Home,Brand_HOM_2,465.4,2,0.0,,930.8,930.8,5,3669.36,0.0,3669.36,458.67,4153.03
O0000210,C00397,2024-01-29,Alexandria,Male,Organic,Web,Cash,Express,55,0.132,Processing,P00101,Office,Brand_FAS_3,1376.2,1,200.79,VIP20,1376.2,1175.41,5,6944.94,699.31,6245.63,824.42,7125.05
O0005747,C01065,2026-01-26,Zagazig,Male,Referral,Web,Card,Standard,25,0.142,Processing,P00210,Office,Brand_AUT_2,1205.43,1,0.0,,1205.43,1205.43,5,9504.49,0.0,9504.49,1349.64,10879.13
O0002752,C00020,2024-12-20,Mansoura,Male,Organic,Android,Card,Standard,25,0.129,Returned,P00211,Fashion,Brand_HOM_1,1393.14,2,0.0,,2786.28,2786.28,3,6748.08,0.0,6748.08,870.5,7643.58
O0005179,C00248,2025-11-09,Ismailia,Male,Email,Web,Cash,Standard,25,0.135,Delivered,P00108,Grocery,Brand_ELE_2,808.43,3,301.12,BUNDLE5,2425.29,2124.17,5,7380.49,672.33,6708.16,905.6,7638.76
O0001501,C00284,2024-07-12,Mansoura,Female,Email,Android,Card,Standard,25,0.141,Delivered,P00213,Office,Brand_OFF_3,1053.22,2,0.0,,2106.44,2106.44,4,7810.05,0.0,7810.05,1101.22,8936.27
O0005641,C00115,2026-01-10,Tanta,Male,Paid Search,Android,Cash,Standard,25,0.152,Delivered,P00065,Sports,Brand_BOO_1,865.42,2,0.0,,1730.84,1730.84,3,3733.94,0.0,3733.94,567.56,4326.5
O0005166,C00160,2025-11-06,Port Said,Female,Social,Web,Card,Standard,25,0.14,Delivered,P00153,Pet,Brand_SPO_3,559.0,2,0.0,,1118.0,1118.0,2,2324.19,0.0,2324.19,325.39,2674.58
O0001787,C01051,2024-08-17,Mansoura,Male,Paid Search,Android,Card,Standard,25,0.141,Delivered,P00107,Office,Brand_BEA_3,1210.5,3,285.71,RAMADAN15,3631.5,3345.79,5,10629.72,1370.42,9259.3,1305.56,10589.86
O0004775,C00875,2025-09-15,Suez,Male,Referral,iOS,Cash,Standard,25,0.117,Delivered,P00125,Garden,Brand_GAR_3,1178.28,3,0.0,,3534.84,3534.84,5,11188.45,0.0,11188.45,1309.05,12522.5
O0004441,C00891,2025-08-03,Mansoura,Female,Organic,Web,Cash,Standard,25,0.15,Delivered,P00207,Office,Brand_GAR_2,373.06,1,0.0,,373.06,373.06,3,1620.91,0.0,1620.91,243.14,1889.05
O0005086,C00993,2025-10-29,Aswan,Female,Email,Android,Card,Pickup,0,0.14,Delivered,P00147,Electronics,Brand_BOO_2,1166.0,2,0.0,,2332.0,2332.0,4,7986.16,0.0,7986.16,1118.06,9104.22
O0002938,C00819,2025-01-11,Suez,Female,Paid Search,Web,Wallet,Pickup,0,0.148,Delivered,P00038,Office,Brand_HOM_1,175.81,1,0.0,,175.81,175.81,5,5276.74,0.0,5276.74,780.96,6057.7
O0005346,C00314,2025-12-01,Suez,Male,Paid Search,iOS,Cash,Standard,25,0.15,Returned,P00026,Grocery,Brand_HOM_1,1304.25,2,0.0,,2608.5,2608.5,5,8330.47,0.0,8330.47,1249.57,9605.04
O0000124,C00685,2024-01-19,Mansoura,Female,Marketplace,Android,Cash,Standard,25,0.159,Delivered,P00133,Home,Brand_FAS_2,856.13,3,0.0,,2568.39,2568.39,5,11115.84,0.0,11115.84,1767.42,12908.26
O0005566,C00679,2026-01-02,Mansoura,Male,Organic,Android,Card,Standard,25,0.115,Delivered,P00204,Automotive,Brand_TOY_3,96.45,3,0.0,,289.35,289.35,4,7693.06,0.0,7693.06,884.7,8602.76
O0001745,C00280,2024-08-12,Giza,Male,Social,iOS,Cash,Pickup,0,0.151,Delivered,P00122,Automotive,Brand_FAS_2,1439.14,3,0.0,,4317.42,4317.42,4,10635.45,0.0,10635.45,1605.95,12241.4
O0000258,C01005,2024-02-05,Ismailia,Male,Organic,Android,Card,Express,55,0.143,Returned,P00188,Sports,Brand_HOM_3,1258.61,2,421.93,WELCOME10,2517.22,2095.29,1,2517.22,421.93,2095.29,299.63,2449.92
O0001936,C00451,2024-09-05,Ismailia,Male,Referral,iOS,Card,Standard,25,0.157,Delivered,P00087,Home,Brand_FAS_2,589.93,2,232.0,VIP20,1179.86,947.86,3,6755.89,800.58,5955.31,934.98,6915.29
O0004093,C00930,2025-06-15,Suez,Male,Social,Android,Card,Standard,25,0.132,Delivered,P00201,Sports,Brand_PET_1,991.28,2,0.0,FREESHIP,1982.56,1982.56,4,9670.39,0.0,9670.39,1276.49,10971.88
O0004102,C00376,2025-06-16,Alexandria,,Referral,Web,Cash,Pickup,0,0.1,Delivered,P00081,Pet,Brand_SPO_2,1172.91,2,0.0,,2345.82,2345.82,4,5160.74,0.0,5160.74,516.07,5676.81
O0000597,C01151,2024-03-19,Alexandria,Female,Organic,iOS,Cash,Standard,25,0.102,Delivered,P00031,Books,Brand_BEA_1,984.86,2,0.0,,1969.72,1969.72,2,3439.48,0.0,3439.48,350.83,3815.31
O0005098,C01141,2025-10-30,Cairo,,Paid Search,iOS,Cash,Express,55,0.107,Delivered,P00206,Fashion,Brand_BEA_2,1206.19,2,0.0,,2412.38,2412.38,5,15925.52,0.0,15925.52,1704.03,17684.55
O0000478,C00334,2024-03-04,Cairo,Male,Organic,iOS,Card,Express,55,0.112,Canceled,P00164,Sports,Brand_BEA_3,729.47,3,223.71,VIP20,2188.41,1964.7,4,5371.15,718.07,4653.08,521.14,5229.22
O0005706,C01090,2026-01-18,Aswan,Male,Organic,Android,Cash,Standard,25,0.122,Delivered,P00004,Books,Brand_BEA_2,1434.32,2,0.0,,2868.64,2868.64,3,6361.1,0.0,6361.1,776.05,7162.15
O0003445,C00602,2025-03-16,Alexandria,Female,Paid Search,Web,Cash,Express,55,0.117,Canceled,P00103,Office,Brand_GRO_2,505.97,2,0.0,,1011.94,1011.94,4,7031.92,0.0,7031.92,822.73,7909.65
O0000878,C00024,2024-04-23,Aswan,Female,Social,iOS,Cash,Standard,25,0.138,Delivered,P00138,Electronics,Brand_GAR_3,1202.88,1,0.0,,1202.88,1202.88,4,7111.99,0.0,7111.99,981.45,8118.44
O0003749,C00833,2025-04-26,Zagazig,Male,Social,Web,Cash,Express,55,0.104,Delivered,P00049,Automotive,Brand_GRO_2,190.93,1,26.94,RAMADAN15,190.93,163.99,2,1202.87,131.18,1071.69,111.46,1238.15
O0000429,C00915,2024-02-26,Mansoura,Male,Paid Search,Android,Wallet,Express,55,0.108,Delivered,P00189,Beauty,Brand_PET_1,177.5,3,81.24,RAMADAN15,532.5,451.26,5,4514.45,584.73,3929.72,424.41,4409.13
O0002104,C01021,2024-09-24,Zagazig,Female,Paid Search,Web,Wallet,Standard,25,0.146,Canceled,P00127,Electronics,Brand_PET_3,1420.12,1,0.0,,1420.12,1420.12,5,14156.64,0.0,14156.64,2066.87,16248.51
O0002409,C00420,2024-11-05,Luxor,Male,Organic,Android,Card,Standard,25,0.147,Delivered,P00036,Electronics,Brand_HOM_3,1124.1,3,0.0,,3372.3,3372.3,5,10068.0,0.0,10068.0,1480.0,11573.0
O0001423,C00590,2024-07-02,Cairo,Male,Organic,Web,Card,Standard,25,0.113,Canceled,P00172,Home,Brand_BEA_1,200.44,2,0.0,,400.88,400.88,5,4711.83,0.0,4711.83,532.44,5269.27
O0004540,C00740,2025-08-15,Mansoura,Female,Paid Search,Web,Card,Standard,25,0.114,Delivered,P00185,Books,Brand_BOO_3,1495.61,2,0.0,FREESHIP,2991.22,2991.22,5,11700.05,0.0,11700.05,1333.81,13058.86
O0004408,C00451,2025-07-30,Mansoura,Male,Social,Web,Wallet,Standard,25,0.147,Delivered,P00096,Fashion,Brand_GRO_3,504.69,2,0.0,,1009.38,1009.38,1,1009.38,0.0,1009.38,148.38,1182.76
O0002172,C00670,2024-10-01,Alexandria,Female,Social,Android,Card,Standard,25,0.158,Delivered,P00153,Pet,Brand_SPO_3,559.0,2,0.0,,1118.0,1118.0,1,1118.0,0.0,1118.0,176.64,1319.64
O0002806,C00330,2024-12-25,Cairo,Female,Email,iOS,Card,Standard,25,0.127,Returned,P00134,Toys,Brand_BOO_1,867.2,3,283.54,VIP20,2601.6,2318.06,2,4391.38,548.61,3842.77,488.03,4355.8
O0002618,C01043,2024-12-01,Mansoura,Female,Paid Search,Android,Cash,Standard,25,0.139,Delivered,P00103,Office,Brand_GRO_2,505.97,1,0.0,,505.97,505.97,4,7922.27,0.0,7922.27,1101.2,9048.47
O0000253,C00943,2024-02-05,Aswan,Female,Paid Search,Web,Card,Express,55,0.131,Delivered,P00107,Office,Brand_BEA_3,1210.5,1,180.93,VIP20,1210.5,1029.57,5,6271.72,558.56,5713.16,748.42,6516.58
O0003199,C01142,2025-02-15,Alexandria,Female,Social,Web,Card,Express,55,0.15,Delivered,P00186,Books,Brand_TOY_1,1321.22,2,-0.0,,2642.44,2642.44,5,6930.52,0.0,6930.52,1039.58,8025.1
O0004706,C00159,2025-09-04,Mansoura,Female,Referral,Android,Card,Express,55,0.126,Delivered,P00210,Office,Brand_AUT_2,1205.43,1,0.0,,1205.43,1205.43,4,7329.59,234.4,7095.19,893.99,8044.18
O0000067,C00562,2024-01-09,Aswan,Female,Marketplace,Android,Cash,Standard,25,0.152,Delivered,P00142,Beauty,Brand_GAR_3,197.21,3,0.0,,591.63,591.63,3,1724.7,0.0,1724.7,262.15,2011.85
O0003114,C00203,2025-02-04,Giza,Female,Referral,Android,Card,Standard,25,0.105,Delivered,P00158,Toys,Brand_AUT_3,668.1,1,0.0,,668.1,668.1,5,9242.97,0.0,9242.97,970.51,10238.48
O0003292,C00497,2025-02-25,Port Said,Male,Organic,Web,Cash,Express,55,0.121,Delivered,P00152,Fashion,Brand_GRO_3,420.39,1,0.0,,420.39,420.39,1,420.39,0.0,420.39,50.87,526.26
O0000546,C01191,2024-03-14,Mansoura,Other,Organic,Android,Bank Transfer,Standard,25,0.145,Returned,P00096,Fashion,Brand_GRO_3,504.69,2,0.0,,1009.38,1009.38,4,5806.17,0.0,5806.17,841.89,6673.06
O0005858,C00665,2026-02-10,Luxor,Male,Organic,Android,Card,Pickup,0,0.153,Delivered,P00068,Sports,Brand_TOY_3,572.95,1,0.0,,572.95,572.95,1,572.95,0.0,572.95,87.66,660.61
O0005996,C00378,2026-02-27,Luxor,Male,Email,Web,Cash,Standard,25,0.103,Delivered,P00172,Home,Brand_BEA_1,200.44,3,0.0,FREESHIP,601.32,601.32,2,1096.02,26.91,1069.11,110.12,1204.23
O0000128,C00774,2024-01-19,Port Said,Female,Social,iOS,Card,Standard,25,0.153,Canceled,P00206,Fashion,Brand_BEA_2,1206.19,3,0.0,,3618.57,3618.57,2,7531.32,0.0,7531.32,1152.29,8708.61
O0000494,C00418,2024-03-07,Zagazig,Male,Marketplace,Android,Card,Standard,25,0.111,Delivered,P00001,Home,Brand_HOM_2,465.4,1,0.0,,465.4,465.4,4,4655.72,0.0,4655.72,516.78,5197.5
O0001032,C00713,2024-05-12,Suez,Female,Email,Android,Cash,Standard,25,0.116,Delivered,P00016,Office,Brand_AUT_2,1210.45,3,0.0,,3631.35,3631.35,5,8544.67,0.0,8544.67,991.18,9560.85
